y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0415,0,0.9585
1,3,0.9295,0,0.0705
1,4,1,0,0
2,1,0,0,1
2,2,0.026,0,0.974
2,3,0.9515,0,0.0485
2,4,1,0,0
3,1,0,0,1
3,2,0.089,0,0.911
3,3,0.9925,0,0.0075
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.6795,0,0.3205
4,4,0.998,0,0.002
5,1,0,0,1
5,2,0,0,1
5,3,0.011,0,0.989
5,4,0.817,0,0.183
6,1,0,0.007,0.993
6,2,0,0.02,0.98
6,3,0,0.0645,0.9355
6,4,0.078,0.1865,0.7355
7,1,0,0.0065,0.9935
7,2,0,0.548,0.452
7,3,0,0.9985,0.0015
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0305,0.9695
8,3,0,0.9785,0.0215
8,4,0,1,0
9,1,0,0.0125,0.9875
9,2,0,0.765,0.235
9,3,0,0.994,0.006
9,4,0,1,0
10,1,0,0,1
10,2,0,0.034,0.966
10,3,0,0.7885,0.2115
10,4,0,0.976,0.024
