y,fzone,punt,kick,gofor
1,1,0.0135,0,0.9865
1,2,0.571,0,0.429
1,3,0.9965,0,0.0035
1,4,1,0,0
2,1,0.0045,0,0.9955
2,2,0.513,0,0.487
2,3,0.998,0,0.002
2,4,1,0,0
3,1,0.2655,0,0.7345
3,2,0.993,0,0.007
3,3,1,0,0
3,4,1,0,0
4,1,0.3395,0,0.6605
4,2,0.9965,0,0.0035
4,3,1,0,0
4,4,1,0,0
5,1,0.2565,0,0.7435
5,2,0.9945,0,0.0055
5,3,1,0,0
5,4,1,0,0
6,1,0.011,0.014,0.975
6,2,0.7825,0.025,0.1925
6,3,0.9745,0.0255,0
6,4,0.9745,0.0255,0
7,1,0,0.953,0.047
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.998,0.002
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,1,0
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.9995,0.0005
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
