y,fzone,punt,kick,gofor
1,1,0.0005,0,0.9995
1,2,0.0445,0,0.9555
1,3,0.645,0,0.355
1,4,0.987,0,0.013
2,1,0.001,0,0.999
2,2,0.1005,0,0.8995
2,3,0.9545,0,0.0455
2,4,1,0,0
3,1,0,0,1
3,2,0.0175,0,0.9825
3,3,0.933,0,0.067
3,4,1,0,0
4,1,0,0,1
4,2,0,0,1
4,3,0.0315,0,0.9685
4,4,0.8075,0,0.1925
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.0535,0,0.9465
6,1,0,0.014,0.986
6,2,0,0.033,0.967
6,3,0,0.0875,0.9125
6,4,0,0.2295,0.7705
7,1,0,0.014,0.986
7,2,0,0.2145,0.7855
7,3,0,0.802,0.198
7,4,0,0.9895,0.0105
8,1,0,0,1
8,2,0,0,1
8,3,0,0.1145,0.8855
8,4,0,0.7375,0.2625
9,1,0,0,1
9,2,0,0.013,0.987
9,3,0,0.5585,0.4415
9,4,0,0.9165,0.0835
10,1,0,0,1
10,2,0,0,1
10,3,0,0.059,0.941
10,4,0,0.494,0.506
