y,fzone,punt,kick,gofor
1,1,0.0065,0,0.9935
1,2,0.554,0,0.446
1,3,0.998,0,0.002
1,4,1,0,0
2,1,0.002,0,0.998
2,2,0.441,0,0.559
2,3,0.999,0,0.001
2,4,1,0,0
3,1,0.0115,0,0.9885
3,2,0.715,0,0.285
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.15,0,0.85
4,3,0.995,0,0.005
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.534,0,0.466
5,4,0.9965,0,0.0035
6,1,0,0.0095,0.9905
6,2,0,0.026,0.974
6,3,0.002,0.0855,0.9125
6,4,0.581,0.17,0.249
7,1,0,0.1715,0.8285
7,2,0,0.957,0.043
7,3,0,1,0
7,4,0,1,0
8,1,0,0.007,0.993
8,2,0,0.734,0.266
8,3,0,1,0
8,4,0,1,0
9,1,0,0.336,0.664
9,2,0,0.994,0.006
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.385,0.615
10,3,0,0.979,0.021
10,4,0,0.999,0.001
