y,fzone,punt,kick,gofor
1,1,0.5015,0,0.4985
1,2,0.9965,0,0.0035
1,3,1,0,0
1,4,1,0,0
2,1,0.337,0,0.663
2,2,0.992,0,0.008
2,3,1,0,0
2,4,1,0,0
3,1,0.6325,0,0.3675
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.3025,0,0.6975
4,2,0.993,0,0.007
4,3,1,0,0
4,4,1,0,0
5,1,0.013,0,0.987
5,2,0.7585,0,0.2415
5,3,1,0,0
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0.0145,0.029,0.9565
6,3,0.9115,0.0535,0.035
6,4,0.9465,0.0535,0
7,1,0,0.6625,0.3375
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.6835,0.3165
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.988,0.012
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.59,0.41
10,2,0,0.999,0.001
10,3,0,1,0
10,4,0,1,0
