y,fzone,punt,kick,gofor
1,1,0.0335,0,0.9665
1,2,0.759,0,0.241
1,3,1,0,0
1,4,1,0,0
2,1,0.017,0,0.983
2,2,0.7465,0,0.2535
2,3,1,0,0
2,4,1,0,0
3,1,0.065,0,0.935
3,2,0.9375,0,0.0625
3,3,1,0,0
3,4,1,0,0
4,1,0.0005,0,0.9995
4,2,0.4565,0,0.5435
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.786,0,0.214
5,4,0.9995,0,0.0005
6,1,0,0.0095,0.9905
6,2,0,0.0265,0.9735
6,3,0.012,0.0885,0.8995
6,4,0.7065,0.1595,0.134
7,1,0,0.206,0.794
7,2,0,0.974,0.026
7,3,0,1,0
7,4,0,1,0
8,1,0,0.011,0.989
8,2,0,0.82,0.18
8,3,0,1,0
8,4,0,1,0
9,1,0,0.4075,0.5925
9,2,0,0.998,0.002
9,3,0,1,0
9,4,0,1,0
10,1,0,0.001,0.999
10,2,0,0.493,0.507
10,3,0,0.9845,0.0155
10,4,0,0.9995,0.0005
