y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.009,0,0.991
1,3,0.6445,0,0.3555
1,4,0.9935,0,0.0065
2,1,0,0,1
2,2,0.0105,0,0.9895
2,3,0.831,0,0.169
2,4,1,0,0
3,1,0,0,1
3,2,0.012,0,0.988
3,3,0.93,0,0.07
3,4,0.9995,0,0.0005
4,1,0,0,1
4,2,0,0,1
4,3,0.093,0,0.907
4,4,0.9575,0,0.0425
5,1,0,0,1
5,2,0,0,1
5,3,0.0005,0,0.9995
5,4,0.22,0,0.78
6,1,0,0.009,0.991
6,2,0,0.0275,0.9725
6,3,0,0.086,0.914
6,4,0.0015,0.2295,0.769
7,1,0,0.0095,0.9905
7,2,0,0.4655,0.5345
7,3,0,0.9945,0.0055
7,4,0,1,0
8,1,0,0,1
8,2,0,0.0005,0.9995
8,3,0,0.608,0.392
8,4,0,0.997,0.003
9,1,0,0,1
9,2,0,0.225,0.775
9,3,0,0.9475,0.0525
9,4,0,0.993,0.007
10,1,0,0,1
10,2,0,0.0005,0.9995
10,3,0,0.3415,0.6585
10,4,0,0.869,0.131
