y,fzone,punt,kick,gofor
1,1,0.001,0,0.999
1,2,0.4155,0,0.5845
1,3,0.9975,0,0.0025
1,4,1,0,0
2,1,0.001,0,0.999
2,2,0.374,0,0.626
2,3,0.9995,0,0.0005
2,4,1,0,0
3,1,0.0055,0,0.9945
3,2,0.6605,0,0.3395
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.037,0,0.963
4,3,0.9855,0,0.0145
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.212,0,0.788
5,4,0.9875,0,0.0125
6,1,0,0.008,0.992
6,2,0,0.025,0.975
6,3,0,0.084,0.916
6,4,0.289,0.201,0.51
7,1,0,0.062,0.938
7,2,0,0.8945,0.1055
7,3,0,1,0
7,4,0,1,0
8,1,0,0,1
8,2,0,0.3005,0.6995
8,3,0,0.9985,0.0015
8,4,0,1,0
9,1,0,0.0755,0.9245
9,2,0,0.9505,0.0495
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.1195,0.8805
10,3,0,0.914,0.086
10,4,0,0.9915,0.0085
