y,fzone,punt,kick,gofor
1,1,0.5075,0,0.4925
1,2,0.9965,0,0.0035
1,3,1,0,0
1,4,1,0,0
2,1,0.38,0,0.62
2,2,0.994,0,0.006
2,3,1,0,0
2,4,1,0,0
3,1,0.7555,0,0.2445
3,2,0.9995,0,0.0005
3,3,1,0,0
3,4,1,0,0
4,1,0.61,0,0.39
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.1965,0,0.8035
5,2,0.9845,0,0.0155
5,3,1,0,0
5,4,1,0,0
6,1,0.001,0.007,0.992
6,2,0.5195,0.0155,0.465
6,3,0.982,0.0175,0.0005
6,4,0.9825,0.0175,0
7,1,0,0.032,0.968
7,2,0,0.685,0.315
7,3,0,0.9985,0.0015
7,4,0,1,0
8,1,0,0.0035,0.9965
8,2,0,0.3175,0.6825
8,3,0,0.988,0.012
8,4,0,1,0
9,1,0,0.167,0.833
9,2,0,0.8655,0.1345
9,3,0,0.996,0.004
9,4,0,1,0
10,1,0,0.0005,0.9995
10,2,0,0.1565,0.8435
10,3,0,0.7985,0.2015
10,4,0,0.9625,0.0375
