y,fzone,punt,kick,gofor
1,1,0.077,0,0.923
1,2,0.883,0,0.117
1,3,1,0,0
1,4,1,0,0
2,1,0.0495,0,0.9505
2,2,0.8805,0,0.1195
2,3,1,0,0
2,4,1,0,0
3,1,0.164,0,0.836
3,2,0.9795,0,0.0205
3,3,1,0,0
3,4,1,0,0
4,1,0.007,0,0.993
4,2,0.7245,0,0.2755
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.0085,0,0.9915
5,3,0.95,0,0.05
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.028,0.972
6,3,0.089,0.09,0.821
6,4,0.8395,0.1295,0.031
7,1,0,0.3165,0.6835
7,2,0,0.987,0.013
7,3,0,1,0
7,4,0,1,0
8,1,0,0.0465,0.9535
8,2,0,0.9405,0.0595
8,3,0,1,0
8,4,0,1,0
9,1,0,0.64,0.36
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0055,0.9945
10,2,0,0.7355,0.2645
10,3,0,0.997,0.003
10,4,0,1,0
