y,fzone,punt,kick,gofor
1,1,0.572,0,0.428
1,2,0.998,0,0.002
1,3,1,0,0
1,4,1,0,0
2,1,0.4355,0,0.5645
2,2,0.9965,0,0.0035
2,3,1,0,0
2,4,1,0,0
3,1,0.735,0,0.265
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.326,0,0.674
4,2,0.9945,0,0.0055
4,3,1,0,0
4,4,1,0,0
5,1,0.006,0,0.994
5,2,0.684,0,0.316
5,3,1,0,0
5,4,1,0,0
6,1,0,0.011,0.989
6,2,0.003,0.0335,0.9635
6,3,0.834,0.0665,0.0995
6,4,0.9325,0.0675,0
7,1,0,0.6725,0.3275
7,2,0,0.999,0.001
7,3,0,1,0
7,4,0,1,0
8,1,0,0.545,0.455
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.9725,0.0275
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.279,0.721
10,2,0,0.9905,0.0095
10,3,0,1,0
10,4,0,1,0
