y,fzone,punt,kick,gofor
1,1,0.06,0,0.94
1,2,0.854,0,0.146
1,3,1,0,0
1,4,1,0,0
2,1,0.0265,0,0.9735
2,2,0.808,0,0.192
2,3,1,0,0
2,4,1,0,0
3,1,0.161,0,0.839
3,2,0.985,0,0.015
3,3,1,0,0
3,4,1,0,0
4,1,0.021,0,0.979
4,2,0.8735,0,0.1265
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0.1655,0,0.8345
5,3,0.998,0,0.002
5,4,1,0,0
6,1,0,0.008,0.992
6,2,0,0.023,0.977
6,3,0.5085,0.065,0.4265
6,4,0.927,0.071,0.002
7,1,0,0.226,0.774
7,2,0,0.977,0.023
7,3,0,1,0
7,4,0,1,0
8,1,0,0.09,0.91
8,2,0,0.9655,0.0345
8,3,0,1,0
8,4,0,1,0
9,1,0,0.814,0.186
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.0505,0.9495
10,2,0,0.9125,0.0875
10,3,0,0.9995,0.0005
10,4,0,1,0
