y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0005,0,0.9995
1,3,0.452,0,0.548
1,4,0.9925,0,0.0075
2,1,0,0,1
2,2,0,0,1
2,3,0.244,0,0.756
2,4,0.979,0,0.021
3,1,0,0,1
3,2,0,0,1
3,3,0.27,0,0.73
3,4,0.9855,0,0.0145
4,1,0,0,1
4,2,0,0,1
4,3,0.0055,0,0.9945
4,4,0.701,0,0.299
5,1,0,0,1
5,2,0,0,1
5,3,0,0,1
5,4,0.142,0,0.858
6,1,0,0,1
6,2,0,0.0005,0.9995
6,3,0,0.0025,0.9975
6,4,0.004,0.0105,0.9855
7,1,0,0,1
7,2,0,0,1
7,3,0,0,1
7,4,0,0.0085,0.9915
8,1,0,0,1
8,2,0,0,1
8,3,0,0,1
8,4,0,0.001,0.999
9,1,0,0,1
9,2,0,0,1
9,3,0,0.041,0.959
9,4,0,0.372,0.628
10,1,0,0,1
10,2,0,0,1
10,3,0,0.0015,0.9985
10,4,0,0.077,0.923
