y,fzone,punt,kick,gofor
1,1,0.988,0,0.012
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,1,0,0
2,2,1,0,0
2,3,1,0,0
2,4,1,0,0
3,1,1,0,0
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.9805,0,0.0195
4,2,1,0,0
4,3,1,0,0
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.724,0,0.276
5,4,0.9995,0,0.0005
6,1,0,0.0825,0.9175
6,2,0,0.162,0.838
6,3,0,0.325,0.675
6,4,0,0.4965,0.5035
7,1,0,1,0
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.2595,0.7405
8,2,0,0.9955,0.0045
8,3,0,1,0
8,4,0,1,0
9,1,0,0.4885,0.5115
9,2,0,0.9995,0.0005
9,3,0,1,0
9,4,0,1,0
10,1,0,0.007,0.993
10,2,0,0.76,0.24
10,3,0,0.9985,0.0015
10,4,0,1,0
