y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.2195,0,0.7805
1,3,0.992,0,0.008
1,4,1,0,0
2,1,0,0,1
2,2,0.187,0,0.813
2,3,0.9955,0,0.0045
2,4,1,0,0
3,1,0.002,0,0.998
3,2,0.4315,0,0.5685
3,3,0.9985,0,0.0015
3,4,1,0,0
4,1,0,0,1
4,2,0.0335,0,0.9665
4,3,0.973,0,0.027
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.2615,0,0.7385
5,4,0.9915,0,0.0085
6,1,0,0.008,0.992
6,2,0,0.0235,0.9765
6,3,0,0.081,0.919
6,4,0.3945,0.1855,0.42
7,1,0,0.101,0.899
7,2,0,0.936,0.064
7,3,0,1,0
7,4,0,1,0
8,1,0,0.005,0.995
8,2,0,0.74,0.26
8,3,0,1,0
8,4,0,1,0
9,1,0,0.356,0.644
9,2,0,0.9965,0.0035
9,3,0,1,0
9,4,0,1,0
10,1,0,0.001,0.999
10,2,0,0.495,0.505
10,3,0,0.987,0.013
10,4,0,1,0
