y,fzone,punt,kick,gofor
1,1,0.726,0,0.274
1,2,1,0,0
1,3,1,0,0
1,4,1,0,0
2,1,0.609,0,0.391
2,2,0.9995,0,0.0005
2,3,1,0,0
2,4,1,0,0
3,1,0.858,0,0.142
3,2,1,0,0
3,3,1,0,0
3,4,1,0,0
4,1,0.4985,0,0.5015
4,2,0.999,0,0.001
4,3,1,0,0
4,4,1,0,0
5,1,0.0225,0,0.9775
5,2,0.857,0,0.143
5,3,1,0,0
5,4,1,0,0
6,1,0,0.012,0.988
6,2,0.0245,0.0345,0.941
6,3,0.916,0.0565,0.0275
6,4,0.9435,0.0565,0
7,1,0,0.7645,0.2355
7,2,0,1,0
7,3,0,1,0
7,4,0,1,0
8,1,0,0.7085,0.2915
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.99,0.01
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.4555,0.5445
10,2,0,0.9985,0.0015
10,3,0,1,0
10,4,0,1,0
