y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.1025,0,0.8975
1,3,0.9495,0,0.0505
1,4,0.9975,0,0.0025
2,1,0,0,1
2,2,0.064,0,0.936
2,3,0.964,0,0.036
2,4,1,0,0
3,1,0,0,1
3,2,0.173,0,0.827
3,3,0.9945,0,0.0055
3,4,1,0,0
4,1,0,0,1
4,2,0.0005,0,0.9995
4,3,0.7715,0,0.2285
4,4,0.9995,0,0.0005
5,1,0,0,1
5,2,0,0,1
5,3,0.032,0,0.968
5,4,0.8815,0,0.1185
6,1,0,0.0085,0.9915
6,2,0,0.027,0.973
6,3,0,0.0865,0.9135
6,4,0.121,0.215,0.664
7,1,0,0.056,0.944
7,2,0,0.837,0.163
7,3,0,0.9995,0.0005
7,4,0,1,0
8,1,0,0,1
8,2,0,0.099,0.901
8,3,0,0.991,0.009
8,4,0,1,0
9,1,0,0.012,0.988
9,2,0,0.806,0.194
9,3,0,0.9965,0.0035
9,4,0,1,0
10,1,0,0,1
10,2,0,0.0175,0.9825
10,3,0,0.7485,0.2515
10,4,0,0.973,0.027
