y,fzone,punt,kick,gofor
1,1,0.084,0.0025,0.9135
1,2,0.1235,0.0025,0.874
1,3,0.169,0.0025,0.8285
1,4,0.2075,0.0025,0.79
2,1,0.1325,0,0.8675
2,2,0.1745,0,0.8255
2,3,0.221,0,0.779
2,4,0.2605,0,0.7395
3,1,0.156,0,0.844
3,2,0.1965,0,0.8035
3,3,0.257,0,0.743
3,4,0.299,0,0.701
4,1,0.1145,0,0.8855
4,2,0.174,0,0.826
4,3,0.2335,0,0.7665
4,4,0.288,0,0.712
5,1,0.097,0,0.903
5,2,0.1445,0,0.8555
5,3,0.215,0,0.785
5,4,0.2695,0,0.7305
6,1,0.022,0.838,0.14
6,2,0.031,0.844,0.125
6,3,0.039,0.8475,0.1135
6,4,0.0465,0.8495,0.104
7,1,0,0.9995,0.0005
7,2,0.0005,0.9995,0
7,3,0.0005,0.9995,0
7,4,0.0005,0.9995,0
8,1,0,0.999,0.001
8,2,0,0.9995,0.0005
8,3,0,0.9995,0.0005
8,4,0,0.9995,0.0005
9,1,0,0.999,0.001
9,2,0,0.999,0.001
9,3,0,0.9995,0.0005
9,4,0,0.9995,0.0005
10,1,0,0.651,0.349
10,2,0,0.9,0.1
10,3,0,0.9895,0.0105
10,4,0,0.999,0.001
