y,fzone,punt,kick,gofor
1,1,0.0015,0,0.9985
1,2,0.4455,0,0.5545
1,3,0.9975,0,0.0025
1,4,1,0,0
2,1,0.0005,0,0.9995
2,2,0.3605,0,0.6395
2,3,0.999,0,0.001
2,4,1,0,0
3,1,0.0065,0,0.9935
3,2,0.6505,0,0.3495
3,3,0.999,0,0.001
3,4,1,0,0
4,1,0,0,1
4,2,0.155,0,0.845
4,3,0.995,0,0.005
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.588,0,0.412
5,4,0.997,0,0.003
6,1,0,0.008,0.992
6,2,0,0.0235,0.9765
6,3,0.0045,0.077,0.9185
6,4,0.646,0.155,0.199
7,1,0,0.102,0.898
7,2,0,0.931,0.069
7,3,0,1,0
7,4,0,1,0
8,1,0,0.006,0.994
8,2,0,0.7855,0.2145
8,3,0,1,0
8,4,0,1,0
9,1,0,0.421,0.579
9,2,0,0.997,0.003
9,3,0,1,0
9,4,0,1,0
10,1,0,0.003,0.997
10,2,0,0.5985,0.4015
10,3,0,0.9885,0.0115
10,4,0,0.9995,0.0005
