y,fzone,punt,kick,gofor
1,1,0.068,0,0.932
1,2,0.8875,0,0.1125
1,3,1,0,0
1,4,1,0,0
2,1,0.0325,0,0.9675
2,2,0.818,0,0.182
2,3,1,0,0
2,4,1,0,0
3,1,0.1255,0,0.8745
3,2,0.962,0,0.038
3,3,1,0,0
3,4,1,0,0
4,1,0.018,0,0.982
4,2,0.782,0,0.218
4,3,0.9995,0,0.0005
4,4,1,0,0
5,1,0,0,1
5,2,0.0975,0,0.9025
5,3,0.991,0,0.009
5,4,1,0,0
6,1,0,0.0095,0.9905
6,2,0,0.028,0.972
6,3,0.39,0.083,0.527
6,4,0.897,0.099,0.004
7,1,0,0.665,0.335
7,2,0,0.9995,0.0005
7,3,0,1,0
7,4,0,1,0
8,1,0,0.7015,0.2985
8,2,0,1,0
8,3,0,1,0
8,4,0,1,0
9,1,0,0.995,0.005
9,2,0,1,0
9,3,0,1,0
9,4,0,1,0
10,1,0,0.699,0.301
10,2,0,1,0
10,3,0,1,0
10,4,0,1,0
