y,fzone,punt,kick,gofor
1,1,0,0,1
1,2,0.0985,0,0.9015
1,3,0.974,0,0.026
1,4,1,0,0
2,1,0,0,1
2,2,0.1305,0,0.8695
2,3,0.9955,0,0.0045
2,4,1,0,0
3,1,0.002,0,0.998
3,2,0.4985,0,0.5015
3,3,0.9995,0,0.0005
3,4,1,0,0
4,1,0,0,1
4,2,0.03,0,0.97
4,3,0.982,0,0.018
4,4,1,0,0
5,1,0,0,1
5,2,0,0,1
5,3,0.242,0,0.758
5,4,0.989,0,0.011
6,1,0,0.007,0.993
6,2,0,0.0175,0.9825
6,3,0,0.0595,0.9405
6,4,0.352,0.1545,0.4935
7,1,0,0.009,0.991
7,2,0,0.621,0.379
7,3,0,0.999,0.001
7,4,0,1,0
8,1,0,0,1
8,2,0,0.1345,0.8655
8,3,0,0.9955,0.0045
8,4,0,1,0
9,1,0,0.0685,0.9315
9,2,0,0.946,0.054
9,3,0,0.9995,0.0005
9,4,0,1,0
10,1,0,0,1
10,2,0,0.162,0.838
10,3,0,0.933,0.067
10,4,0,0.995,0.005
